General Ledger,,,,,,,,,
"Johnson Family Dentistry, PLLC",,,,,,,,,
"January 1-December 31, 2023",,,,,,,,,
,,,,,,,,,
,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Split account,Amount,Balance
,306 Credit Card Payable,07/20/2023,Expense,,Designs for Vision,,Dental Supplies,39.95,"41,573.58"
,306 Credit Card Payable,07/21/2023,Expense,,Amazon,,Office Supplies,52.06,"41,625.64"
,306 Credit Card Payable,07/21/2023,Expense,,Fred Meyer,,Office Supplies,40.87,"41,666.51"
,306 Credit Card Payable,07/21/2023,Expense,,Fred Meyer,,Office Supplies,11.91,"41,678.42"
,306 Credit Card Payable,07/21/2023,Expense,,Fred Meyer,,Office Supplies,7.75,"41,686.17"
,306 Credit Card Payable,07/21/2023,Expense,,Wal-Mart,,Office Supplies,41.22,"41,727.39"
,306 Credit Card Payable,07/21/2023,Expense,,Costco,,Office Supplies,71.33,"41,798.72"
,306 Credit Card Payable,07/21/2023,Expense,,Excel Orthodontics,,Lab Fees & X-Ray,159.00,"41,957.72"
,306 Credit Card Payable,07/21/2023,Expense,,Henry Schein,,Dental Supplies,55.66,"42,013.38"
,306 Credit Card Payable,07/21/2023,Expense,,Wendy's,,Staff Meetings,6.52,"42,019.90"
,306 Credit Card Payable,07/21/2023,Expense,,Bellagios pizza,,Staff Meetings,133.45,"42,153.35"
,306 Credit Card Payable,07/24/2023,Expense,,Amazon,,Office Supplies,160.70,"42,314.05"
,306 Credit Card Payable,07/24/2023,Expense,,Amazon,,Office Supplies,9.55,"42,323.60"
,306 Credit Card Payable,07/24/2023,Expense,,Amazon,,Office Supplies,186.43,"42,510.03"
,306 Credit Card Payable,07/24/2023,Expense,,Amazon,,Office Supplies,36.90,"42,546.93"
,306 Credit Card Payable,07/24/2023,Expense,,Amazon,,Office Supplies,51.07,"42,598.00"
,306 Credit Card Payable,07/24/2023,Expense,,Amazon,,Office Supplies,60.86,"42,658.86"
,306 Credit Card Payable,07/24/2023,Expense,,Dollar Tree,,Office Supplies,2.72,"42,661.58"
,306 Credit Card Payable,07/24/2023,Expense,,Cascade I Max,,Entertainment,8.16,"42,669.74"
,306 Credit Card Payable,07/24/2023,Expense,,Artly Coffee,,Staff Meetings,12.02,"42,681.76"
,306 Credit Card Payable,07/25/2023,Expense,,Amazon,,Office Supplies,1.43,"42,683.19"
,306 Credit Card Payable,07/25/2023,Expense,,Google,,Advertising,13.04,"42,696.23"
,306 Credit Card Payable,07/25/2023,Expense,,Jennifer B,,Advertising,"1,317.98","44,014.21"
,306 Credit Card Payable,07/25/2023,Expense,,LionsRoar,,Office Supplies,47.88,"44,062.09"
,306 Credit Card Payable,07/26/2023,Expense,,Amazon,,Office Supplies,130.43,"44,192.52"
,306 Credit Card Payable,07/26/2023,Expense,,Amazon,,Office Supplies,116.29,"44,308.81"
,306 Credit Card Payable,07/26/2023,Expense,,Amazon,,Office Supplies,21.73,"44,330.54"
,306 Credit Card Payable,07/26/2023,Expense,,Fred Meyer,,Office Supplies,16.29,"44,346.83"
,306 Credit Card Payable,07/26/2023,Expense,,Party City,,Office Supplies,21.74,"44,368.57"
,306 Credit Card Payable,07/26/2023,Expense,,Sling.com,,Telephone,15.00,"44,383.57"
,306 Credit Card Payable,07/27/2023,Expense,,Burgerville USA,,Meals,9.53,"44,393.10"
,306 Credit Card Payable,07/27/2023,Expense,,Starbucks,,Staff Meetings,5.16,"44,398.26"
,306 Credit Card Payable,07/27/2023,Expense,,Wa Secretary of State,,Licenses,120.00,"44,518.26"
,306 Credit Card Payable,07/27/2023,Expense,,Wa Department Of Health,,Licenses,417.50,"44,935.76"
,306 Credit Card Payable,07/27/2023,Expense,,Wa Department Of Health,,Licenses,417.50,"45,353.26"
,306 Credit Card Payable,07/27/2023,Expense,,subway,,Staff Meetings,25.41,"45,378.67"
,306 Credit Card Payable,07/28/2023,Expense,,Dev's Coffee Bar,,Staff Meetings,70.72,"45,449.39"
,306 Credit Card Payable,07/28/2023,Expense,,Birdeye.com,,Office Supplies,271.75,"45,721.14"
,306 Credit Card Payable,07/28/2023,Expense,,PBHS,,Office Supplies,10.00,"45,731.14"
,306 Credit Card Payable,07/28/2023,Expense,,Netflix,,Office Supplies,21.73,"45,752.87"
,306 Credit Card Payable,07/28/2023,Expense,,Smilestream,,Advertising,497.55,"46,250.42"
,306 Credit Card Payable,07/28/2023,Expense,,Smilestream,,Advertising,300.00,"46,550.42"
,306 Credit Card Payable,07/28/2023,Expense,,Portland'5,,Entertainment,190.75,"46,741.17"
,306 Credit Card Payable,07/31/2023,Expense,,7-Eleven,,Meals,11.17,"46,752.34"
,306 Credit Card Payable,07/31/2023,Expense,,Amazon,,Office Supplies,9.55,"46,761.89"
,306 Credit Card Payable,07/31/2023,Expense,,Amazon,,Office Supplies,81.31,"46,843.20"
,306 Credit Card Payable,07/31/2023,Expense,,Amazon,,Office Supplies,114.10,"46,957.30"
,306 Credit Card Payable,07/31/2023,Expense,,Amazon,,Office Supplies,41.30,"46,998.60"
,306 Credit Card Payable,07/31/2023,Expense,,Uber,,Auto Expense,43.94,"47,042.54"
,306 Credit Card Payable,07/31/2023,Expense,,Uber,,Auto Expense,4.88,"47,047.42"
,306 Credit Card Payable,07/31/2023,Expense,,Uber,,Auto Expense,3.00,"47,050.42"
,306 Credit Card Payable,07/31/2023,Expense,,Uber,,Auto Expense,4.55,"47,054.97"
,306 Credit Card Payable,07/31/2023,Expense,,Uber,,Auto Expense,32.59,"47,087.56"
,306 Credit Card Payable,07/31/2023,Expense,,PDX Airport Parking,,Auto Expense,30.00,"47,117.56"
,306 Credit Card Payable,07/31/2023,Expense,,Washington State Dental Society,,Dues & Subscriptions,699.00,"47,816.56"
,306 Credit Card Payable,07/31/2023,Expense,,Canopy,,Advertising,179.48,"47,996.04"
,306 Credit Card Payable,07/31/2023,Expense,,Love Shack,,Meals,26.18,"48,022.22"
,306 Credit Card Payable,08/01/2023,Expense,,Henry Schein,,Dental Supplies,"1,971.66","49,993.88"
,306 Credit Card Payable,08/01/2023,Expense,,Cain Watters Associates,,Legal & Professional Fees,"5,000.00","54,993.88"
,306 Credit Card Payable,08/02/2023,Expense,,Google,,Advertising,58.70,"55,052.58"
,306 Credit Card Payable,08/02/2023,Expense,,Lighthouse,,Advertising,29.00,"55,081.58"
,306 Credit Card Payable,08/02/2023,Expense,,Lighthouse,,Advertising,378.67,"55,460.25"
,306 Credit Card Payable,08/02/2023,Expense,,Target,,Office Supplies,175.80,"55,636.05"
,306 Credit Card Payable,08/02/2023,Expense,,Target,,Office Supplies,18.92,"55,654.97"
,306 Credit Card Payable,08/02/2023,Expense,,T-Mobile,,Telephone,273.00,"55,927.97"
,306 Credit Card Payable,08/03/2023,Credit Card Payment,,Bank Of America,,Cash in BOA 0693,"-21,647.71","34,280.26"
,306 Credit Card Payable,08/03/2023,Expense,,Pho House,,Staff Meetings,38.65,"34,318.91"
,306 Credit Card Payable,08/03/2023,Expense,,Amazon,,Office Supplies,1.45,"34,320.36"
,306 Credit Card Payable,08/03/2023,Expense,,Iron Gate Storage,,Rent,112.50,"34,432.86"
,306 Credit Card Payable,08/03/2023,Expense,,Fred Meyer,,Office Supplies,124.65,"34,557.51"
,306 Credit Card Payable,08/03/2023,Expense,,optisigns,,Advertising,21.91,"34,579.42"
,306 Credit Card Payable,08/04/2023,Expense,,Uber Eats,,Staff Meetings,19.38,"34,598.80"
,306 Credit Card Payable,08/04/2023,Expense,,Amazon,,Office Supplies,19.61,"34,618.41"
,306 Credit Card Payable,08/04/2023,Expense,,Clark Public utilities,,Utilities,218.55,"34,836.96"
,306 Credit Card Payable,08/04/2023,Expense,,Clark Public utilities,,Utilities,215.29,"35,052.25"
,306 Credit Card Payable,08/04/2023,Expense,,Henry Schein,,Dental Supplies,20.76,"35,073.01"
,306 Credit Card Payable,08/04/2023,Expense,,vyne dental,,Advertising,43.48,"35,116.49"
,306 Credit Card Payable,08/04/2023,Expense,,Health First Corp,,Dental Supplies,599.83,"35,716.32"
,306 Credit Card Payable,08/04/2023,Expense,,Dea Registration,,Licenses,888.00,"36,604.32"
,306 Credit Card Payable,08/04/2023,Expense,,Thrive Design/Greta,,Advertising,195.00,"36,799.32"
,306 Credit Card Payable,08/07/2023,Expense,,Dominos,,Staff Meetings,24.99,"36,824.31"
,306 Credit Card Payable,08/07/2023,Expense,,Jersey Mike's,,Meals,63.70,"36,888.01"
,306 Credit Card Payable,08/07/2023,Expense,,Starbucks,,Staff Meetings,36.90,"36,924.91"
,306 Credit Card Payable,08/07/2023,Expense,,Jameson Management,,Practice Consultants,"2,994.00","39,918.91"
,306 Credit Card Payable,08/07/2023,Expense,,Banfield,,Other General Costs,51.95,"39,970.86"
,306 Credit Card Payable,08/07/2023,Credit Card Credit,,Amazon,,Office Supplies,-24.99,"39,945.87"
,306 Credit Card Payable,08/07/2023,Expense,,Amazon,,Office Supplies,22.81,"39,968.68"
,306 Credit Card Payable,08/07/2023,Expense,,Pacific NW Specialty,,Dental Supplies,146.00,"40,114.68"
,306 Credit Card Payable,08/07/2023,Expense,,Uber,,Auto Expense,1.00,"40,115.68"
,306 Credit Card Payable,08/07/2023,Expense,,Uber,,Auto Expense,10.90,"40,126.58"
,306 Credit Card Payable,08/07/2023,Expense,,Uber,,Auto Expense,5.98,"40,132.56"
,306 Credit Card Payable,08/07/2023,Expense,,Canva,,Advertising,12.99,"40,145.55"
,306 Credit Card Payable,08/07/2023,Credit Card Credit,,Nike,,Laundry & Uniforms,-173.88,"39,971.67"
,306 Credit Card Payable,08/08/2023,Expense,,Amazon,,Office Supplies,38.09,"40,009.76"
,306 Credit Card Payable,08/08/2023,Expense,,Amazon,,Office Supplies,13.03,"40,022.79"
,306 Credit Card Payable,08/08/2023,Expense,,Amazon,,Office Supplies,102.91,"40,125.70"
,306 Credit Card Payable,08/08/2023,Expense,,Ring Unlimited,,Telephone,10.87,"40,136.57"
,306 Credit Card Payable,08/08/2023,Expense,,Elite Dental Alliance,,Repairs & Maintenance,1.00,"40,137.57"
,306 Credit Card Payable,08/09/2023,Expense,,Pho House,,Staff Meetings,19.71,"40,157.28"
,306 Credit Card Payable,08/09/2023,Expense,,Target,,Office Supplies,169.18,"40,326.46"
,306 Credit Card Payable,08/10/2023,Expense,,Amazon,,Office Supplies,4.22,"40,330.68"
,306 Credit Card Payable,08/10/2023,Expense,,Netflix,,Office Supplies,21.73,"40,352.41"
,306 Credit Card Payable,08/10/2023,Expense,,Ostocker,,Office Supplies,5.00,"40,357.41"
,306 Credit Card Payable,08/10/2023,Expense,,Ostocker,,Office Supplies,50.00,"40,407.41"
,306 Credit Card Payable,08/11/2023,Expense,,Starbucks,,Staff Meetings,6.69,"40,414.10"
,306 Credit Card Payable,08/11/2023,Expense,,7-Eleven,,Meals,53.56,"40,467.66"
,306 Credit Card Payable,08/11/2023,Expense,,GoTo Connect,,Office Supplies,331.92,"40,799.58"
,306 Credit Card Payable,08/11/2023,Expense,,Fred Meyer,,Office Supplies,16.29,"40,815.87"
,306 Credit Card Payable,08/11/2023,Expense,,Party City,,Office Supplies,37.66,"40,853.53"
,306 Credit Card Payable,08/11/2023,Expense,,Excel Orthodontics,,Lab Fees & X-Ray,187.00,"41,040.53"
,306 Credit Card Payable,08/11/2023,Expense,,Nekter Juice Bar,,Staff Meetings,108.50,"41,149.03"
,306 Credit Card Payable,08/11/2023,Expense,,Panda Express,,Staff Meetings,11.90,"41,160.93"
,306 Credit Card Payable,08/11/2023,Credit Card Credit,,figs,,Laundry & Uniforms,-90.54,"41,070.39"
,306 Credit Card Payable,08/11/2023,Expense,,Jennifer B,,Advertising,"1,304.40","42,374.79"
,306 Credit Card Payable,08/11/2023,Expense,,Nothing Bundt Cakes,,Advertising,31.00,"42,405.79"
,306 Credit Card Payable,08/14/2023,Expense,,7-Eleven,,Meals,3.81,"42,409.60"
,306 Credit Card Payable,08/14/2023,Expense,,Shell,,Auto Expense,124.23,"42,533.83"
,306 Credit Card Payable,08/14/2023,Expense,,Amazon,,Office Supplies,21.48,"42,555.31"
,306 Credit Card Payable,08/14/2023,Expense,,Amazon,,Office Supplies,16.27,"42,571.58"
,306 Credit Card Payable,08/14/2023,Expense,,Amazon,,Office Supplies,31.51,"42,603.09"
,306 Credit Card Payable,08/14/2023,Expense,,Amazon,,Office Supplies,11.95,"42,615.04"
,306 Credit Card Payable,08/14/2023,Expense,,Intuit,,Office Supplies,701.12,"43,316.16"
,306 Credit Card Payable,08/14/2023,Expense,,Costco,,Office Supplies,29.34,"43,345.50"
,306 Credit Card Payable,08/14/2023,Expense,,Cha Cha Cha,,Meals,46.29,"43,391.79"
,306 Credit Card Payable,08/14/2023,Expense,,McDonald's,,Meals,3.21,"43,395.00"
,306 Credit Card Payable,08/14/2023,Expense,,Barnes & Noble,,Office Supplies,101.88,"43,496.88"
,306 Credit Card Payable,08/15/2023,Expense,,Amazon,,Office Supplies,41.30,"43,538.18"
,306 Credit Card Payable,08/15/2023,Expense,,Amazon,,Office Supplies,42.38,"43,580.56"
,306 Credit Card Payable,08/15/2023,Expense,,Uber,,Auto Expense,9.99,"43,590.55"
,306 Credit Card Payable,08/15/2023,Expense,,Zayo Group,,Telephone,461.38,"44,051.93"
,306 Credit Card Payable,08/16/2023,Expense,,Pho House,,Staff Meetings,28.61,"44,080.54"
,306 Credit Card Payable,08/16/2023,Expense,,USPS,,Office Supplies,134.30,"44,214.84"
,306 Credit Card Payable,08/16/2023,Expense,,Henry Schein,,Dental Supplies,"3,187.24","47,402.08"
,306 Credit Card Payable,08/16/2023,Expense,,Washington State Dental Society,,Dues & Subscriptions,213.00,"47,615.08"
,306 Credit Card Payable,08/17/2023,Expense,,AcLU,,Contributions,25.00,"47,640.08"
,306 Credit Card Payable,08/17/2023,Expense,,Amazon,,Office Supplies,51.84,"47,691.92"
,306 Credit Card Payable,08/17/2023,Expense,,Google,,Advertising,2.16,"47,694.08"
,306 Credit Card Payable,08/17/2023,Expense,,Smilestream,,Advertising,330.00,"48,024.08"
,306 Credit Card Payable,08/18/2023,Expense,,Fred Meyer,,Office Supplies,25.05,"48,049.13"
,306 Credit Card Payable,08/18/2023,Expense,,Small Tech LLC,,Repairs & Maintenance,429.32,"48,478.45"
,306 Credit Card Payable,08/18/2023,Expense,,Small Tech LLC,,Repairs & Maintenance,49.83,"48,528.28"
,306 Credit Card Payable,08/21/2023,Expense,,Amazon,,Office Supplies,32.99,"48,561.27"
,306 Credit Card Payable,08/21/2023,Expense,,Amazon,,Office Supplies,18.46,"48,579.73"
,306 Credit Card Payable,08/21/2023,Expense,,Amazon,,Office Supplies,22.82,"48,602.55"
,306 Credit Card Payable,08/21/2023,Expense,,Amazon,,Office Supplies,112.91,"48,715.46"
,306 Credit Card Payable,08/21/2023,Expense,,Smilestream,,Advertising,250.00,"48,965.46"
,306 Credit Card Payable,08/22/2023,Expense,,Chevron,,Auto Expense,20.00,"48,985.46"
,306 Credit Card Payable,08/22/2023,Expense,,Chevron,,Auto Expense,76.55,"49,062.01"
,306 Credit Card Payable,08/22/2023,Expense,,Kaady Car Wash,,Auto Expense,15.00,"49,077.01"
,306 Credit Card Payable,08/22/2023,Expense,,Kaady Car Wash,,Auto Expense,10.00,"49,087.01"
,306 Credit Card Payable,08/22/2023,Expense,,SML,,Dental Supplies,183.55,"49,270.56"
,306 Credit Card Payable,08/22/2023,Expense,,NuSmile,,Dental Supplies,670.60,"49,941.16"
,306 Credit Card Payable,08/23/2023,Expense,,Clark Public utilities,,Utilities,230.63,"50,171.79"
,306 Credit Card Payable,08/23/2023,Expense,,Clark Public utilities,,Utilities,231.21,"50,403.00"
,306 Credit Card Payable,08/23/2023,Expense,,Henry Schein,,Dental Supplies,952.18,"51,355.18"
,306 Credit Card Payable,08/23/2023,Expense,,Smilestream,,Advertising,300.00,"51,655.18"
,306 Credit Card Payable,08/24/2023,Expense,,Pho House,,Staff Meetings,28.61,"51,683.79"
,306 Credit Card Payable,08/24/2023,Expense,,Starbucks,,Staff Meetings,12.28,"51,696.07"
,306 Credit Card Payable,08/24/2023,Expense,,Party City,,Office Supplies,21.74,"51,717.81"
,306 Credit Card Payable,08/24/2023,Expense,,Denovo,,Dental Supplies,179.83,"51,897.64"
,306 Credit Card Payable,08/25/2023,Credit Card Credit,,Canva,,Office Supplies,-12.99,"51,884.65"
,306 Credit Card Payable,08/25/2023,Credit Card Credit,,Canva,,Advertising,-12.99,"51,871.66"
,306 Credit Card Payable,08/25/2023,Expense,,Amazon,,Office Supplies,41.57,"51,913.23"
,306 Credit Card Payable,08/25/2023,Expense,,Google,,Advertising,13.04,"51,926.27"
,306 Credit Card Payable,08/25/2023,Expense,,Home Depot,,Repairs & Maintenance,27.14,"51,953.41"
,306 Credit Card Payable,08/25/2023,Expense,,Smilestream,,Advertising,300.00,"52,253.41"
,306 Credit Card Payable,08/25/2023,Expense,,COV Parking,,Auto Expense,0.60,"52,254.01"
,306 Credit Card Payable,08/28/2023,Expense,,Starbucks,,Staff Meetings,76.91,"52,330.92"
,306 Credit Card Payable,08/28/2023,Expense,,Chevron,,Auto Expense,73.62,"52,404.54"
,306 Credit Card Payable,08/28/2023,Expense,,Birdeye.com,,Office Supplies,271.75,"52,676.29"
,306 Credit Card Payable,08/28/2023,Expense,,Amazon,,Office Supplies,25.86,"52,702.15"
,306 Credit Card Payable,08/28/2023,Expense,,PBHS,,Office Supplies,10.00,"52,712.15"
,306 Credit Card Payable,08/28/2023,Expense,,Netflix,,Office Supplies,21.73,"52,733.88"
,306 Credit Card Payable,08/28/2023,Expense,,Sling.com,,Telephone,15.00,"52,748.88"
,306 Credit Card Payable,08/28/2023,Expense,,Smilestream,,Advertising,537.47,"53,286.35"
,306 Credit Card Payable,08/28/2023,Expense,,Amazon Free Time,,Office Supplies,5.42,"53,291.77"
,306 Credit Card Payable,08/28/2023,Expense,,Elysian Brewing,,Meals,33.87,"53,325.64"
,306 Credit Card Payable,08/28/2023,Expense,,Elysian Brewing,,Meals,18.24,"53,343.88"
,306 Credit Card Payable,08/28/2023,Expense,,Elysian Brewing,,Meals,127.61,"53,471.49"
,306 Credit Card Payable,08/28/2023,Expense,,Elysian Brewing,,Meals,19.54,"53,491.03"
,306 Credit Card Payable,08/29/2023,Expense,,Uber Eats,,Staff Meetings,16.66,"53,507.69"
,306 Credit Card Payable,08/29/2023,Expense,,Scentair Technologies,,Repairs & Maintenance,97.38,"53,605.07"
,306 Credit Card Payable,08/29/2023,Expense,,Scentair Technologies,,Repairs & Maintenance,97.38,"53,702.45"
,306 Credit Card Payable,08/29/2023,Expense,,Cha Cha Cha,,Meals,55.50,"53,757.95"
,306 Credit Card Payable,08/29/2023,Expense,,Lumens,,Office Supplies,28.64,"53,786.59"
,306 Credit Card Payable,08/30/2023,Expense,,Thai Terrace,,Staff Meetings,168.88,"53,955.47"
,306 Credit Card Payable,08/30/2023,Expense,,Thai Terrace,,Staff Meetings,15.13,"53,970.60"
,306 Credit Card Payable,08/30/2023,Expense,,Kyoto Sushi,,Meals,128.48,"54,099.08"
,306 Credit Card Payable,09/01/2023,Expense,,Burgerville USA,,Meals,30.32,"54,129.40"
,306 Credit Card Payable,09/01/2023,Expense,,Chipotle,,Staff Meetings,14.67,"54,144.07"
,306 Credit Card Payable,09/01/2023,Expense,,Ortho Select LLC,,Dental Supplies,198.55,"54,342.62"
,306 Credit Card Payable,09/01/2023,Expense,,Ortho Select LLC,,Dental Supplies,166.00,"54,508.62"
,306 Credit Card Payable,09/01/2023,Expense,,Amazon,,Office Supplies,427.18,"54,935.80"
,306 Credit Card Payable,09/01/2023,Expense,,Macpractice Inc,,Data Processing,326.96,"55,262.76"
,306 Credit Card Payable,09/01/2023,Expense,,Mr Maple Donuts LLC,,Staff Meetings,21.65,"55,284.41"
,306 Credit Card Payable,09/04/2023,Expense,,optisigns,,Advertising,20.00,"55,304.41"
,306 Credit Card Payable,09/04/2023,Expense,,Amazon,,Office Supplies,1.47,"55,305.88"
,306 Credit Card Payable,09/04/2023,Expense,,GSuite,,Office Supplies,58.70,"55,364.58"
,306 Credit Card Payable,09/04/2023,Expense,,Iron Gate Storage,,Rent,112.50,"55,477.08"
,306 Credit Card Payable,09/04/2023,Expense,,Scentair Technologies,,Repairs & Maintenance,97.38,"55,574.46"
,306 Credit Card Payable,09/04/2023,Expense,,Lighthouse,,Advertising,29.00,"55,603.46"
,306 Credit Card Payable,09/04/2023,Expense,,Lighthouse,,Advertising,291.87,"55,895.33"
,306 Credit Card Payable,09/04/2023,Expense,,Amazon,,Office Supplies,213.53,"56,108.86"
,306 Credit Card Payable,09/04/2023,Expense,,Cain Watters Associates,,Legal & Professional Fees,"1,125.00","57,233.86"
,306 Credit Card Payable,09/04/2023,Expense,,Macpractice Inc,,Data Processing,"4,824.99","62,058.85"
,306 Credit Card Payable,09/04/2023,Expense,,Comcast,,Telephone,138.00,"62,196.85"
,306 Credit Card Payable,09/04/2023,Expense,,T-Mobile,,Telephone,189.00,"62,385.85"
,306 Credit Card Payable,09/04/2023,Expense,,vyne dental,,Advertising,43.48,"62,429.33"
,306 Credit Card Payable,09/04/2023,Expense,,Coldstone,,Staff Meetings,31.49,"62,460.82"
,306 Credit Card Payable,09/04/2023,Expense,,Jack in the Box,,Meals,13.79,"62,474.61"
,306 Credit Card Payable,09/04/2023,Expense,,Veritas Dental Resources,,Seminars & Continuing Education,"1,495.00","63,969.61"
,306 Credit Card Payable,09/05/2023,Expense,,Bank Of America,,Cash in BOA 0693,"-39,971.67","23,997.94"
,306 Credit Card Payable,09/05/2023,Expense,,Jameson Management,,Practice Consultants,"2,994.00","26,991.94"
,306 Credit Card Payable,09/06/2023,Expense,,Banfield,,Other General Costs,51.95,"27,043.89"
,306 Credit Card Payable,09/06/2023,Expense,,Amazon,,Office Supplies,9.53,"27,053.42"
,306 Credit Card Payable,09/06/2023,Expense,,Costco,,Office Supplies,89.91,"27,143.33"
,306 Credit Card Payable,09/06/2023,Expense,,Coava Coffee,,Staff Meetings,31.93,"27,175.26"
,306 Credit Card Payable,09/07/2023,Expense,,Party City,,Office Supplies,10.74,"27,186.00"
,306 Credit Card Payable,09/07/2023,Expense,,VIDEO DENTAL CONCEPTS,,Seminars & Continuing Education,"2,532.50","29,718.50"
,306 Credit Card Payable,09/08/2023,Expense,,Pho House,,Staff Meetings,201.14,"29,919.64"
